Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
-1852	-1852			2350b.dat		crane arm outside narrow 15 studs	o	0	0	0	False		False		
-1129	-1129			10305.dat		minifig helmet with front prongs	o	0	0	0	False		False		
-47666	-47666			6014c00.dat		Wheel 11mm D. x 12mm, Hole Round for Wheels Holder Pin with Black Tire Offset Tread Small Wide (6014a / 6015)	o	0	0	0	False		False		
-11395	-11395			604bc00.dat		Window 1 x 6 x 3 Panorama with Glass	o	0	0	0	False		False		
-47667	-47667			30027ac00.dat		Wheel  8mm D. x 9mm (for Slicks), Hole Round for Wheels Holder Pin with Black Tire Smooth Small Wide Slick (30027a / 30028)	o	0	0	0	False		False		
-44936	-44936			29bc00.dat		Window 1 x 1 x 2 (old type) with Extended Lip, with Glass	o	0	0	0	False		False		
-1665	-1665			15523.dat		minifig head simpsons bart simpson	o	0	0	0	False		False		
-3409	-3409			85947.dat		minifig head alien squidman	o	0	0	0	False		False		
-73509	-73509			3087ac00.dat		Window 1 x 1 x 1 (old type) with Extended Lip and Solid Stud, with Fixed Glass	o	0	0	0	False		False		
-2934	-2934			57901.dat		minifig head nautolan	o	0	0	0	False		False		
-3733	-3733			98384.dat		minifig head robot	o	0	0	0	False		False		
-1114	-1114			10066.dat		minifig hair orc with ears	o	0	0	0	False		False		
-47657	-47657			22969c01.dat		Wheel 62mm D. x 46mm Technic Racing Large, with Black Tire Technic Power Puller (22969 / 32298)	o	0	0	0	False		False		
-56722	-56722			32020c01.dat		Wheel 62.4 x 20, with Black Tire 62.4 x 20 (32020 / 32019)	o	0	0	0	False		False		
-48091	-48091			30190c01.dat		Wheel Tricycle Center Wide with Stub Axles, with Black Tire Offset Tread Small Wide (30190 / 6015)	o	0	0	0	False		False		
-77906	-77906			60592c00.dat		Window 1 x 2 x 2 Flat Front with Trans-Clear Glass	o	0	0	0	False		False		
-13212	-13212			4518ac00.dat		Vehicle, Forklift Wide 1 x 2 Hinge Plate and Light Gray Wide Forks (Complete Assembly)	o	0	0	0	False		False		
-3448	-3448			88288.dat		minifig dagger	o	0	0	0	False		False		
-57420	-57420			52035c00.dat		Motorcycle City, Complete Assembly with Black Chassis (Short Fairing Mounts) and Light Bluish Gray Wheels	o	0	0	0	False		False		
-47694	-47694			3482c01.dat		Wheel with Split Axle hole, with Black Tire Offset Tread (3482 / 3483)	o	0	0	0	False		False		
-47660	-47660			3739c01.dat		Wheel 24 x 43 Technic with Black Tire 24 x 43 Technic (3739 / 3740)	o	0	0	0	False		False		
-109479	-109479			85983c01.dat		Motorcycle Vintage, Complete Assembly with Black Chassis and Light Bluish Gray Wheels	o	0	0	0	False		False		
-103015	-103015			95330.dat		Minifig, Axe	o	0	0	0	False		False		
-94800	-94800			88517c01.dat		Wheel 75mm D. x 17mm Motorcycle with Black Tire 94.2mm D. x 22mm Motorcycle Racing Tread (88517 / 88516)	o	0	0	0	False		False		
-3756	-3756			99243.dat		minifig headdress aztec bird	o	0	0	0	False		False		
-16932	-16932			2426c00.dat		Technic Rack Winder Complete Assembly	o	0	0	0	False		False		
-1113	-1113			10057.dat		minifig gollum	o	0	0	0	False		False		
-47749	-47749			2695c00.dat		Wheel 30mm D. x 13mm (13 x 24 Model Team), with Black Tire 13 x 24 Model Team (2695 / 2696)	o	0	0	0	False		False		
-47727	-47727			41896c01.dat		Wheel 43.2mm D. x 26mm Technic Racing Small, 3 Pin Holes with Black Tire 81.6 x 38 R Balloon (41896 / 45982)	o	0	0	0	False		False		
-47668	-47668			30027bc00.dat		Wheel  8mm D. x 9mm (for Slicks), Hole Notched for Wheels Holder Pin with Black Tire Smooth Small Wide Slick (30027b / 30028)	o	0	0	0	False		False		
-47695	-47695			4624c00.dat		Wheel  8mm D. x 6mm with Black Tire Offset Tread Small (4624 / 3641)	o	0	0	0	False		False		
-1647	-1647			13787.dat		Minifig, Headgear Hat, Elf with Pointy Ears	o	0	0	0	False		False		
-141320	-141320			50944c00.dat		Wheel 11mm D. x 6mm with 5 Spokes with Black Tire 17.5mm D. x 6mm with Shallow Staggered Treads - Band Around Center of Tread (50944 / 92409)	o	0	0	0	False		False		
-106617	-106617			92242c00.dat		Torso Friends White Shirt Top with Open Collar, Red Tie Pattern, Light Flesh Arms with Hands with White Sleeves Pattern	o	0	0	0	False		False		
-1667	-1667			15525.dat		minifig head simpsons maggie simpson	o	0	0	0	False		False		
-3443	-3443			87748.dat		minifig ring with triangle	o	0	0	0	False		False		
-50437	-50437			4480c00.dat		Motorcycle Old with Trans-Clear Wheels - Complete Assembly	o	0	0	0	False		False		
-47648	-47648			6582c01.dat		Wheel 20 x 30 Balloon Medium, with Black Tire 20 x 30 Balloon Medium (6582 / 6581)	o	0	0	0	False		False		
-2579	-2579			4478.dat		baseplate 32 x 32 road 9-stud driveway	o	0	0	0	False		False		
-4012	-4012			u9008.dat		roadsign round with round base	o	0	0	0	False		False		
-2832	-2832			51874.dat		animal dragon tail end	o	0	0	0	False		False		
-3126	-3126			6213.dat		brick  2 x  6 x  3	o	0	0	0	False		False		
-2585	-2585			bb0057.dat		motorcycle windshield	o	0	0	0	False		False		
-2195	-2195			3245a.dat		brick  1 x  2 x  2	o	0	0	0	False		False		
-73504	-73504			31ac00.dat		Window 1 x 3 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass	o	0	0	0	False		False		
-73510	-73510			453ac00.dat		Window 1 x 4 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass	o	0	0	0	False		False		
-44543	-44543			453bc00.dat		Window 1 x 4 x 2 (old type) with Extended Lip, with Glass	o	0	0	0	False		False		
-3445	-3445			87997.dat		minifig cheerleader pom pom	o	0	0	0	False		False		
-3410	-3410			85959.dat		minifig flame  7 l with bar  0.8	o	0	0	0	False		False		
-3629	-3629			93249.dat		minifig headdress horus	o	0	0	0	False		False		
-3734	-3734			98388.dat		animal friends bird	o	0	0	0	False		False		
-11926	-11926			69c00.dat		Tap 1 x 2 Base with Light Gray Spout	o	0	0	0	False		False		
-47659	-47659			4266c02.dat		Wheel 20 x 30 Technic with Black Tire 20 x 30 Technic (4266 / 4267)	o	0	0	0	False		False		
-1666	-1666			15524.dat		minifig head simpsons lisa simpson	o	0	0	0	False		False		
-1669	-1669			15529.dat		minifig head simpsons ned flanders	o	0	0	0	False		False		
-1664	-1664			15522.dat		minifig head simpsons marge simpson	o	0	0	0	False		False		
-3637	-3637			93564.dat		minifig electric guitar	o	0	0	0	False		False		
-3732	-3732			98372.dat		minifig steak on bone	o	0	0	0	False		False		
-3628	-3628			93248.dat		minifig headdress anubis guard	o	0	0	0	False		False		
-3144	-3144			62537.dat		minifig jester's cap	o	0	0	0	False		False		
-85356	-85356			56904c00.dat		Wheel 30mm D. x 14mm with Black Tire 43.2 x 14 Offset Tread (56904 / 56898)	o	0	0	0	False		False		
-47658	-47658			4266c00.dat		Wheel 20 x 30 Technic with Black Tire 20 x 30 Solid Balloon (4266 / 2857)	o	0	0	0	False		False		
-3511	-3511			92240.dat		figure friends male head without pattern	o	0	0	0	False		False		
-11491	-11491			31cc00.dat		Window 1 x 3 x 2 with Fixed Glass	o	0	0	0	False		False		
-44935	-44935			31bc00.dat		Window 1 x 3 x 2 (old type) with Extended Lip, with Glass	o	0	0	0	False		False		
-3121	-3121			61856.dat		minifig shield octagonal without stud	o	0	0	0	False		False		
-2828	-2828			512.dat		electric train 12v level crossing sign	o	0	0	0	False		False		
-2867	-2867			54872.dat		minifig head spongebob	o	0	0	0	False		False		
-103816	-103816			56908c01.dat		Wheel 43.2mm D. x 26mm Technic Racing Small, 6 Pin Holes with Black Tire 81.6 x 38 R Balloon (56908 / 45982)	o	0	0	0	False		False		
-11133	-11133			3680c00.dat		Turntable 2 x 2 Plate, Complete Assembly with Light Gray Top	o	0	0	0	False		False		
-64111	-64111			44772c01.dat		Wheel 56mm D. x 34mm Technic Racing Medium, 3 Pin Holes with Black Tire 94.8 x 44 R Balloon (44772 / 54120)	o	0	0	0	False		False		
-11132	-11132			251c00.dat		Turntable 2 x 2 Plate with Hinge, Complete Assembly with Light Gray Top	o	0	0	0	False		False		
-106590	-106590			93089.dat		Cat Standing, Looking Left	o	0	0	0	False		False		
-3078	-3078			6099.dat		baseplate 32 x 32 road 9-stud landing pad	o	0	0	0	False		False		
-48905	-48905			30516c00.dat		Turntable 4 x 4 Locking Grooved Base with (Same Color) Top, Complete Assembly	o	0	0	0	False		False		
-2524	-2524			425h.dat		baseplate 32 x 32 road 9-stud layby	o	0	0	0	False		False		
-4015	-4015			u9009.dat		roadsign square with round base	o	0	0	0	False		False		
-1170	-1170			10509.dat		animal horse poseable	o	0	0	0	False		False		
-3184	-3184			647.dat		roadsign square	o	0	0	0	False		False		
-1861	-1861			2372c01.dat		boat hull floating 25 x 10 with white deck	o	0	0	0	False		False		
-64320	-64320			56145c01.dat		Wheel 30.4mm D. x 20mm with No Pin Holes and Reinforced Rim with Black Tire 43.2 x 22 ZR (56145 / 44309)	o	0	0	0	False		False		
-106616	-106616			3817bp8h.dat		Torso Friends Dark Blue Blouse Top with Open Collar and Belt Pattern, Light Flesh Arms with Hands	o	0	0	0	False		False		
-3173	-3173			64452.dat		animal cow	o	0	0	0	False		False		
-11512	-11512			645cc00.dat		Window 1 x 6 x 2	o	0	0	0	False		False		
-1857	-1857			2361.dat		baseplate 32 x 32 road 7-stud crossroads	o	0	0	0	False		False		
-1671	-1671			15673.dat		figure friends hair with top knot bun and hair band	o	0	0	0	False		False		
-2520	-2520			425.dat		baseplate 32 x 32 road 9-stud layby	o	0	0	0	False		False		
-1676	-1676			16175.dat		~minifig construction helmet with hair short	o	0	0	0	False		False		
-11513	-11513			646cc00.dat		Window 1 x 6 x 2 with Shutters	o	0	0	0	False		False		
-124199	-124199			92253c00.dat		Friends Hips and Trousers	o	0	0	0	False		False		
-41513	-41513			44293c00.dat		Wheel 36.8 x 14 ZR with Axle Hole, 3 Pin Holes, and Black Rubber Tire Glued On	o	0	0	0	False		False		
-47673	-47673			6580c00.dat		Wheel 43.2 x 28 Balloon Small, with Black Tire 43.2 x 28 Balloon Small (6580 / 6579)	o	0	0	0	False		False		
-3342	-3342			776.dat		flag on flagpole type 1	o	0	0	0	False		False		
-3089	-3089			611.dat		baseplate 32 x 32 road 8-stud crossroads	o	0	0	0	False		False		
-1855	-1855			2359.dat		baseplate 32 x 32 road 7-stud curve	o	0	0	0	False		False		
-53299	-53299			50862c00.dat		Wheel 15mm D. x 6mm City Motorcycle with Black Tire 21mm D. x 6mm City Motorcycle (50862 / 50861)	o	0	0	0	False		False		
-11131	-11131			3403c00.dat		Turntable 4 x 4 Square Base with Top, Complete Assembly	o	0	0	0	False		False		
-118590	-118590			u9210c00.dat		Torso Friends Bright Green Polo Shirt Pattern, Medium Dark Flesh Arms with Hands with Bright Green Short Sleeves Pattern	o	0	0	0	False		False		
-1369	-1369			12888.dat		animal dog chihuahua	o	0	0	0	False		False		
-3352	-3352			786.dat		flag on flagpole type 4	o	0	0	0	False		False		
-3281	-3281			739.dat		~moved to 3570	o	0	0	0	False		False		
-4009	-4009			u9006.dat		roadsign round large	o	0	0	0	False		False		
-106245	-106245			92252c00.dat		Friends Hips and Skirt	o	0	0	0	False		False		
-52469	-52469			753c00.dat		Plate, Modified 2 x 4 with Train Coupler Open with Magnet Short Cylinder Red	o	0	0	0	False		False		
-51723	-51723			646bc00.dat		Window 1 x 6 x 2 with Shutters (old type) with Extended Lip, with Glass	o	0	0	0	False		False		
-48930	-48930			2634c00.dat		Window 2 x 8 x 2 Boat with Fixed Trans-Black Glass	o	0	0	0	False		False		
-1652	-1652			15284.dat		figure friends hair long with ponytail, side bangs and sun visor	o	0	0	0	False		False		
-3084	-3084			6100.dat		baseplate 32 x 32 road 9-stud 3-lane	o	0	0	0	False		False		
-3098	-3098			612.dat		baseplate 32 x 32 road 8-stud t-junction	o	0	0	0	False		False		
-2046	-2046			30030h.dat		baseplate 32 x 32	o	0	0	0	False		False		
-3745	-3745			99013.dat		technic rotor  1 blade 31l with beam  3l	o	0	0	0	False		False		
-134524	-134524			16529c00.dat		Tail, Friends Mermaid Hips and Tail Assembly with Bright Pink Tip Pattern	o	0	0	0	False		False		
-2101	-2101			30485.dat		windscreen  6 x  8 x  3 curved canopy	o	0	0	0	False		False		
-77005	-77005			50860c00.dat		Motorcycle Dirt Bike, Complete Assembly with Black Chassis and Light Bluish Gray Wheels	o	0	0	0	False		False		
-3083	-3083			610.dat		baseplate 32 x 32 road 8-stud straight	o	0	0	0	False		False		
-11027	-11027			2429c00.dat		Hinge Plate 1 x 4 Swivel Top / Base Complete Assembly	o	0	0	0	False		False		
-10763	-10763			32495c00.dat		Technic, Steering Arm with 4 Ball Joints, Complete Assembly with Black Wheel Hub	o	0	0	0	False		False		
-1648	-1648			13789.dat		minifig police helmet	o	0	0	0	False		False		
-1190	-1190			10908.dat		minifig helmet visor iron man	o	0	0	0	False		False		
-2244	-2244			3570.dat		roadsign octagonal	o	0	0	0	False		False		
-55919	-55919			51377c0200.dat		Wheel 18mm D. x 14mm Spoked, with Black Tire 30.4 x 14 Offset Tread (51377 / 30391)	o	0	0	0	False		False		
-8652	-8652			30187c00.dat		Tricycle Complete Assembly with Dark Gray Chassis & White Wheels	o	0	0	0	False		False		
-104645	-104645			89648c00.dat		Window 2 x 8 x 2 Boat with Trans-Black Glass	o	0	0	0	False		False		
-13037	-13037			276c00.dat		Fabuland Utensil Wheelbarrow (2 Wheels)	o	0	0	0	False		False		
-54211	-54211			32248.dat		Wheel 41 mm Znap Thin Tread with Black Tire 41 mm Directional Tread	o	0	0	0	False		False		
-39604	-39604			787c00.dat		Fabuland Roof Support with Red Roof Slope without Chimney Hole	o	0	0	0	False		False		
-13078	-13078			2044c00.dat		Fabuland Swing Base with Red Seat (Complete Assembly)	o	0	0	0	False		False		
-2074	-2074			30225b.dat		baseplate 32 x 32 road 8-stud dual	o	0	0	0	False		False		
-106304	-106304			92251c00.dat		Friends Hips and Cropped Trousers	o	0	0	0	False		False		
-106311	-106311			92250c00.dat		Friends Hips and Layered Skirt, Bright Pink Legs and White Boots Pattern	o	0	0	0	False		False		
-3475	-3475			92198.dat		figure friends head without pattern	o	0	0	0	False		False		
-2209	-2209			33207.dat		animal rabbit	o	0	0	0	False		False		
-47672	-47672			2996c01.dat		Wheel 68.8 x 40 Balloon Large, with Black Tire 68.8 x 40 Balloon Large (2996 / 2995)	o	0	0	0	False		False		
-3230	-3230			675.dat		~moved to 3349	o	0	0	0	False		False		
-55918	-55918			51377c00.dat		Wheel 18mm D. x 14mm Spoked with Black Tire 24 x 14 Shallow Tread (51377 / 30648)	o	0	0	0	False		False		
-3103	-3103			613.dat		baseplate 32 x 32 road 8-stud curve	o	0	0	0	False		False		
-85000	-85000			56902c00.dat		Wheel 18mm D. x 8mm with Fake Bolts and Shallow Spokes with Black Tire Offset Tread - Band Around Center of Tread (56902 / 61254)	o	0	0	0	False		False		
-91165	-91165			86652c01.dat		Wheel 62.4 x 20 with Short Axle Hub, with Black Tire 62.4 x 20 (86652 / 32019)	o	0	0	0	False		False		
-115852	-115852			92241c00.dat		Torso Friends	o	0	0	0	False		False		
-50161	-50161			32004bc01.dat		Wheel 68.8 x 24 (Undetermined Type), with Black Tire 68.8 x 24 (32004 / 32003)	o	0	0	0	False		False		
-3989	-3989			u8204.dat		plate  4 x  8 curved left with square underside studholes	o	0	0	0	False		False		
-2602	-2602			4512.dat		train level crossing gate type 2	o	0	0	0	False		False		
-2571	-2571			44342.dat		baseplate 32 x 32 road 6-stud curve	o	0	0	0	False		False		
-16606	-16606			x507c00.dat		Plate, Modified 2 x 4 with Train Coupler Closed with Hook	o	0	0	0	False		False		
-3303	-3303			75174c01.dat		animal dragon with red wings (complete)	o	0	0	0	False		False		
-3439	-3439			87621.dat		animal pig	o	0	0	0	False		False		
-2601	-2601			45106.dat		animal dragon tail oriental	o	0	0	0	False		False		
-1856	-1856			2360.dat		baseplate 32 x 32 road 7-stud t-junction	o	0	0	0	False		False		
-2122	-2122			309.dat		baseplate 32 x 32 road 7-stud refuge	o	0	0	0	False		False		
-1854	-1854			2358.dat		baseplate 32 x 32 road 7-stud straight	o	0	0	0	False		False		
-2756	-2756			4707.dat		~electric switch base with 1 twin plug socket	o	0	0	0	False		False		
-73515	-73515			32ac00.dat		Door 1 x 2 x 3 Left (old type) with Solid Studs and Fixed Glass	o	0	0	0	False		False		
-145738	-145738			11202c00.dat		Friends Hips and Shorts, Light Flesh Legs and Dark Purple Laces on Sand Blue Shoes Pattern	o	0	0	0	False		False		
-115821	-115821			11244c00.dat		Friends Hips and Wrap Skirt, Light Flesh Legs and Black Sandals Pattern	o	0	0	0	False		False		
-81038	-81038			62520c00.dat		Technic, Universal Joint 3L	o	0	0	0	False		False		
-56549	-56549			3464c00.dat		Wheel Center Small with Stub Axles (Pulley Wheel), with Black Tire Offset Tread Small (3464/3641)	o	0	0	0	False		False		
-77975	-77975			4616ac00.dat		Fabuland Airplane Motor / Engine Block, Small Pin Hole (Complete Assembly with Pin and Yellow Propeller)	o	0	0	0	False		False		
-1121	-1121			10128.dat		~bigfig hulk body	o	0	0	0	False		False		
-3740	-3740			98568.dat		technic sword 11.5l with sawtooth back	o	0	0	0	False		False		
-48034	-48034			122c00.dat		Plate, Modified 2 x 2 with Wheels White, with Black Tires Offset Tread Small (122c02 / 3641)	o	0	0	0	False		False		
-73516	-73516			33ac00.dat		Door 1 x 2 x 3 Right (old type) with Solid Studs and Fixed Glass	o	0	0	0	False		False		
-106544	-106544			98382.dat		Teddy Bear - Arms Down	o	0	0	0	False		False		
-1678	-1678			16178.dat		Minifig, Headgear Helmet Construction with Ponytail Hair Pattern	o	0	0	0	False		False		
-11583	-11583			33bc00.dat		Door 1 x 2 x 3 Right (old type)	o	0	0	0	False		False		
-129053	-129053			56908c02.dat		Wheel 43.2mm D. x 26mm Technic Racing Small, 6 Pin Holes with Black Tire 81.6 x 44 R (56908 / 18450)	o	0	0	0	False		False		
-4434	-4434			x579c01.dat		electric train motor  4.5v  4 x 12 x  4	o	0	0	0	False		False		
-2055	-2055			30116.dat		panel 14 x 14 x  2.667 quarter saucer top	o	0	0	0	False		False		
-2572	-2572			44342h.dat		baseplate 32 x 32 road 6-stud curve	o	0	0	0	False		False		
-3171	-3171			6442.dat		duplo train track point lever	o	0	0	0	False		False		
-11516	-11516			32bc00.dat		Door 1 x 2 x 3 Left (old type)	o	0	0	0	False		False		
-3106	-3106			61406.dat		plate  1 x  2 with tooth and flexible tip	o	0	0	0	False		False		
-11700	-11700			9244c00.dat		Technic, Universal Joint 4L	o	0	0	0	False		False		
-1668	-1668			15527.dat		minifig head simpsons homer simpson	o	0	0	0	False		False		
-3609	-3609			92254.dat		figure friends hair long with ponytail, side bangs and horse riding helmet	o	0	0	0	False		False		
-3405	-3405			85582.dat		technic bionicle thornax fruit	o	0	0	0	False		False		
-2570	-2570			44341h.dat		baseplate 32 x 32 road 6-stud t-junction	o	0	0	0	False		False		
-133218	-133218			92249c00.dat		Friends Hips and Long Skirt	o	0	0	0	False		False		
-17053	1704		-17053	3815pbf.dat		Minifig Hips with Iron Man Armoured Suit Mark XLII Pattern	o	0	0	0	False		True		
-17052	1704		-17052	3815pa9.dat		Minifig Hips with Holster and Belt Pattern	o	0	0	0	False		True		
-4010	-4010			u9007.dat		roadsign triangular with round base	o	0	0	0	False		False		
-2214	-2214			3349.dat		roadsign rectangular tall	o	0	0	0	False		False		
-2574	-2574			44343h.dat		baseplate 32 x 32 road 6-stud crossroads	o	0	0	0	False		False		
-75918	-75918			604ac00.dat		Window 1 x 6 x 3 Panorama (old type) with Solid Studs and Fixed Glass	o	0	0	0	False		False		
-73513	-73513			29ac00.dat		Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass	o	0	0	0	False		False		
-1888	-1888			2552.dat		baseplate 32 x 32 raised with ramp and pit	o	0	0	0	False		False		
-2569	-2569			44341.dat		baseplate 32 x 32 road 6-stud t-junction	o	0	0	0	False		False		
-1340	-1340			11459.dat		minifig plunger	o	0	0	0	False		False		
-11271	-11271			42511c00.dat		Minifig, Utensil Skateboard with Trolley Wheel Holders and Black Trolley Wheels (42511 / 2496)	o	0	0	0	False		False		
-50203	-50203			3430c00.dat		Vehicle, Forklift 2 x 2 Plate and Black Fork (Complete Assembly)	o	0	0	0	False		False		
-2045	-2045			30030.dat		baseplate 32 x 32 racing	o	0	0	0	False		False		
-2573	-2573			44343.dat		baseplate 32 x 32 road 6-stud crossroads	o	0	0	0	False		False		
-2568	-2568			44336.dat		baseplate 32 x 32 road 6-stud straight	o	0	0	0	False		False		
-13121	-13121			29cc00.dat		Window 1 x 1 x 2 with Glass	o	0	0	0	False		False		
-3459	-3459			896.dat		baseplate 14 x 20 with rounded corners	o	0	0	0	False		False		
-73505	-73505			3081ac00.dat		Window 1 x 2 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass	o	0	0	0	False		False		
-43121	-43121			3081bc00.dat		Window 1 x 2 x 2 (old type) with Extended Lip, with Glass, Hole in Top	o	0	0	0	False		False		
-56750	-56750			54125.dat		Dino Mutant Lizard with Blue Specks on Back	o	0	0	0	False		False		
-17060	1704		-17060	3815pm0.dat		Minifig Hips with LOTR Leather Armor Pattern	o	0	0	0	False		True		
-10930	-10930			4592c00.dat		Lever Small Base with Black Lever	o	0	0	0	True		False	0	0
-47951	-47951			3135c00.dat		Hook, Slope 45 2 x 3 x 1 1/3 Double with Arm and Black Tow Hook	o	0	0	0	False		False		
-17065	1704		-17065	3815pc67.dat		Minifig Hips with Clockwork Robot Pattern	o	0	0	0	False		True		
-17064	1704		-17064	3815paw.dat		Minifig Hips with Dark Grey Belt with Silver Buckle and Rivets Pattern	o	0	0	0	False		True		
-17063	1704		-17063	3815p89.dat		Minifig Hips with White Apron Pattern	o	0	0	0	False		True		
-17062	1704		-17062	3815pc44.dat		Minifig Hips with Studded Belt Pattern	o	0	0	0	False		True		
-2111	-2111			30529.dat		minifig martian head with clip	o	0	0	0	False		False		
-48476	-48476			2495c00.dat		Minifig, Utensil Hand Truck (Complete Assembly)	o	0	0	0	False		False		
-17059	1704		-17059	3815pba.dat		Minifig Hips with Harlequin Black Square Pattern	o	0	0	0	False		True		
-17058	1704		-17058	3815p6u.dat		Minifig Hips with Gold Belt and Orange Cable Pattern	o	0	0	0	False		True		
-17057	1704		-17057	3815pw1.dat		Minifig Hips with Red/White Triangles Pattern	o	0	0	0	False		True		
-17056	1704		-17056	3815pc6a.dat		Minifig Hips with Red Roman Tunic and Belt Pattern	o	0	0	0	False		True		
-17055	1704		-17055	3815pm2.dat		Minifig Hips with LOTR Coat, Shirttails and Belt Pattern	o	0	0	0	False		True		
-17054	1704		-17054	3815pbg.dat		Minifig Hips with Iron Patriot Armoured Suit Pattern	o	0	0	0	False		True		
-17061	1704		-17061	3815p6w.dat		Minifig Hips with Silver Belt Pattern	o	0	0	0	False		True		
-17051	1704		-17051	3815phb.dat		Minifig Hips with Purple Greatcoat Pattern	o	0	0	0	False		True		
-17048	1704		-17048	3815pq2.dat		Minifig Hips with Gold O-Belt and Loincloth Pattern	o	0	0	0	False		True		
-53518	1708		-53518	3817pbe.dat		Minifig Leg Left with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True		
-17049	1704		-17049	3815pq1.dat		Minifig Hips with Gold X-Belt and Decorated Loincloth Pattern	o	0	0	0	False		True		
-17047	1704		-17047	3815pq0.dat		Minifig Hips with Gold Belt and DarkBlue Loincloth Pattern	o	0	0	0	False		True		
-17046	1704		-17046	3815pbe.dat		Minifig Hips with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True		
-17045	1704		-17045	3815p6v.dat		Minifig Hips with Silver Belt and Salmon Cable Pattern	o	0	0	0	False		True		
-17044	1704		-17044	3815pde.dat		Minifig Hips with Laboratory Smock Pattern	o	0	0	0	False		True		
-17043	1704		-17043	3815pm1.dat		Minifig Hips with LOTR Dark Red Belt & Scale Armor Pattern	o	0	0	0	False		True		
-63536	1706		-63536	3816pc67.dat		Minifig Leg Right with Clockwork Robot Pattern	o	0	0	0	False		True		
-63535	1706		-63535	3816paw.dat		Minifig Leg Right with Dark Red Loincloth, White Claws and Fur Tail Pattern	o	0	0	0	False		True		
-63542	1706		-63542	3816pba.dat		Minifig Leg Right with 3 Black Diamonds Pattern	o	0	0	0	False		True		
-63541	1706		-63541	3816p3j.dat		Minifig Leg Right with Grass Skirt Pattern	o	0	0	0	False		True		
-63540	1706		-63540	3816pc6a.dat		Minifig Leg Right with Red Roman Tunic and Belt Pattern	o	0	0	0	False		True		
-63539	1706		-63539	3816p89.dat		Minifig Leg Right with White Apron Pattern	o	0	0	0	False		True		
-63538	1706		-63538	3816pw2.dat		Minifig Leg Right with Blue/White Triangles, Fringe Pattern	o	0	0	0	False		True		
-63537	1706		-63537	3816pw1.dat		Minifig Leg Right with Red/White Triangles, Fringe Pattern	o	0	0	0	False		True		
-17042	1704		-17042	3815p8i.dat		Minifig Hips with Black Belt with Silver Belt Buckle Pattern	o	0	0	0	False		True		
-51176	-51176			3482c02.dat		Wheel with Split Axle hole, with Black Tire 17 x 43 (3482 / 3634)	o	0	0	0	False		False		
-63534	1706		-63534	3816pm0.dat		Minifig Leg Right with LOTR Leather Armor Pattern	o	0	0	0	False		True		
-63525	1706		-63525	3816pbd.dat		Minifig Leg Right with War Machine Armoured Suit Kneepad Pattern	o	0	0	0	False		True		
-63532	1706		-63532	3816pc44.dat		Minifig Leg Right with Chainlink and 3 Safety Pins Pattern	o	0	0	0	False		True		
-63531	1706		-63531	3816pw3.dat		Minifig Leg Right with Dark Turquoise/White Triangles, White Fringe Pattern	o	0	0	0	False		True		
-63530	1706		-63530	3816p6u.dat		Minifig Leg Right with Orange Cable Pattern	o	0	0	0	False		True		
-63529	1706		-63529	3816pbc.dat		Minifig Leg Right with Iron Man Armoured Suit Mark VII Pattern	o	0	0	0	False		True		
-63528	1706		-63528	3816pbb.dat		Minifig Leg Right with Iron Man Armoured Suit Mark VI Pattern	o	0	0	0	False		True		
-63527	1706		-63527	3816pbf.dat		Minifig Leg Right with Iron Man Armoured Suit Mark XLII Pattern	o	0	0	0	False		True		
-63518	1706		-63518	3816pbe.dat		Minifig Leg Right with Iron Man Armoured Suit Mark XVII Pattern	o	0	0	0	False		True		
-63533	1706		-63533	3816p6w.dat		Minifig Leg Right with Golden Circuit Pattern	o	0	0	0	False		True		
-63524	1706		-63524	3816pbg.dat		Minifig Leg Right with Iron Patriot Armoured Suit Kneepad Pattern	o	0	0	0	False		True		
-63523	1706		-63523	3816pa9.dat		Minifig Leg Right with Holster and Belt Pattern	o	0	0	0	False		True		
-63522	1706		-63522	3816phb.dat		Minifig Leg Right with Purple Greatcoat Pattern	o	0	0	0	False		True		
-63521	1706		-63521	3816pq0.dat		Minifig Leg Right with DarkBlue Loincloth Pattern	o	0	0	0	False		True		
-63520	1706		-63520	3816pa3.dat		Minifig Leg Right with Buttoned Pocket Pattern	o	0	0	0	False		True		
-63519	1706		-63519	3816pq1.dat		Minifig Leg Right with DarkBlue and Gold Loincloth Pattern	o	0	0	0	False		True		
-63526	1706		-63526	3816pm2.dat		Minifig Leg Right with LOTR Coat and Shirttails Pattern	o	0	0	0	False		True		
-17050	1704		-17050	3815pbd.dat		Minifig Hips with War Machine Armoured Suit Pattern	o	0	0	0	False		True		
-3343	-3343			777.dat		flag on flagpole type 2	o	0	0	0	False		False		
