Studio ItemNo	BaseStudioItemNo	BL ItemNo	BL ItemKey	LDraw ItemNo	LDD ItemNo	Description	isPerfectForCulling	BLCatalogIndex	BLCatalogSubIndex	EasyModeIndex	IsAssembly?	flexible type	IsDecorated	XPCatalogIndex	XPCatalogSubIndex
1584	1584	710	1584	710.dat		Vehicle, Base 6 x 17 with Hole	o	104	2	25	False		False	5063	5070
984	984	71015	984	71015.dat	71015	Minifigure, Headgear Crown	o	59	6	30	False		False	5094	5097
-632	1586	71075	1586	71075.dat		Brick, Round 1 x 1 d. 90 Degree Elbow - No Stud - Type 1	o	0	0	0	False		True		
1586	1586	71076	1586	71076a.dat	71075	Brick, Round 1 x 1 d. 90 degrees Elbow Macaroni - No Stud - Type 1	o	13	5	2	False		False	5002	5002
-181	1586	71075	1586	408.dat		Brick, Round 1 x 1 d. 90 Degree Elbow - No Stud - Type 1	o	0	0	0	False		True		
-633	1587	71076	1587	71076.dat		Brick, Round 1 x 1 x 1 2/3	o	0	0	0	False		True		
-180	1587	71076	1587	407.dat		Brick, Round 1 x 1 x 1 2/3	o	0	0	0	False		True		
1587	1587	71075	1587	71075a.dat	71076	Brick, Round 1 x 1 x 1 2/3	o	13	5	2	False		False	5002	5002
1588	1588	711	1588	711.dat		Plate, Modified 5 x 6 with Hole	o	70	2	9	False		False	5012	5012
1589	1589	71137a	1589	71137.dat	71137	Vehicle, Exhaust Pipe	o	104	1	25	False		False	5063	5069
-219	1589	71137a	1589	588.dat		Vehicle Exhaust Pipe	o	0	0	0	False		True		
-866	11591	71137b	11591	4144485.dat		Vehicle Exhaust Pipe with Technic Pin	o	0	0	0	False		True		
11591	11591	71137b	11591	40620.dat	40620	Vehicle, Exhaust Pipe with Technic Pin	o	104	1	25	False		False	5063	5069
-957	11591	71137b	11591	4263192.dat		Vehicle Exhaust Pipe with Technic Pin	o	0	0	0	False		True		
2056	2056	71182	2056	112.dat		Minifigure, Utensil Car Air Horn	o	59	12	32	False		False	5114	5116
-635	2056	71182	2056	71182.dat		Minifigure, Utensil Car Air Horn	o	0	0	0	False		True		
2057	2057	x123	2057	71183.dat		Bar   1L with 1 x 1 x 2/3 Light Holder	o	6	-1	23	False		False	5019	5019
1590	1590	71184	1590	71184.dat		Bar   4.5L with Stop Ends	o	6	-1	23	False		False	5019	5019
-232	1591	712	1591	712.dat		Plate, Round Curved 4 x 8 Left	o	0	0	0	False		True		
1591	1591	712	1591	712a.dat		Plate, Round Curved 4 x 8 Left	o	70	3	8	False		False	5010	
-1288	1591	712	1591	712b.dat		Plate, Round Curved 4 x 8 Left	o	0	0	0	False		True		
67031	-3989	712old	67031	u8204p01.dat		Plate, Round Curved 4 x 8 Left with Waffle Bottom	o	70	3	8	False		True	5010	
71578	-3989	712oldpb01	71578	u8204p01.dat		Plate, Round Curved 4 x 8 Left with Waffle Bottom with Red Line on Curved Edge Pattern	o	70	3	8	False		True	5010	
72989	1591	712pb01	72989	712ap01.dat		Plate, Round Curved 4 x 8 Left with Red Line on Curved Edge Pattern	o	70	3	8	False		True	5010	
-233	1592	713	1592	713.dat		Plate, Round Curved 4 x 8 Right	o	0	0	0	False		True		
-1290	1592	713	1592	713b.dat		Plate, Round Curved 4 x 8 Right	o	0	0	0	False		True		
1592	1592	713	1592	713a.dat		Plate, Round Curved 4 x 8 Right	o	70	3	8	False		False	5010	
2000	2000	x96	2000	71342.dat	71342	Minifigure, Utensil Musical Instrument, Bugle / Trumpet	o	59	12	32	False		False	5114	5116
1593	1593	71427c01	1593	71427c01.dat		Electric, Motor 9V Mini-Motor, Heavier Weight	o	33	4	13	False		False	5128	5131
-638	1593	71427c01	1593	71427.dat		Electric, Motor 9V Mini-Motor, Heavier Weight	o	0	0	0	False		True		
1594	1594	715	1594	u9237.dat		Wheel with 12 Studs	o	108	1	25	False		False	5063	5072
49936	49936	715c02	49936	715c01.dat		Wheel with 12 Studs with Light Gray Tire Smooth - Large Solid (715 / 36)	o	109	-1	25	False		False	5063	5073
16587	16587	71612cx1	16587	72040.dat		Cone Spiral - Rock Raiders Drill	o	20	1	2	False		False	5002	5005
195813	195813	71682	195813	71682.dat		Technic, Panel Curved 2 x 3 x 1	o	94	11	17	False		False	5028	5032
195823	195823	71689	195823	71689.dat		Technic, Panel Car Mudguard Arched 13 x 2 x 5 Half Circle	o	94	11	17	False		False	5028	5032
195819	195819	71708	195819	71708.dat		Technic, Liftarm, Modified L-Shape Quarter Ellipse Thick 2 x 3	o	94	9	14	False		False	5028	5031
195807	195807	71709	195807	71709.dat		Technic, Panel Plate 3 x 7 x 1	o	94	11	17	False		False	5028	5032
195805	195805	71710	195805	71710.dat		Technic, Liftarm, Modified Perpendicular Holes Thick 1 x 15	o	94	9	14	False		False	5028	5031
195424	195424	71752	195424	71752.dat		Brick, Modified 2 x 2 x 2/3 Ribbed with Axle Hole	o	13	3	3	False		False	5004	5004
195086	195086	71771	195086	71771.dat		Slope, Curved 5 x 8 x 2/3	o	81	2	6	False		False	5007	
195546	195546	71772	195546	71772.dat		Brick, Modified 8 x 16 x 2/3 with 1 x 4 and 2 x 4 Indentations	o	13	3	3	False		False	5004	5004
51286	51286	71958	51286	71958.dat		Boat, Hull Unitary 22 x 8 x 2 1/3, Base	o	11	-1	27	False		False	5075	5077
18072	18072	71958c01	18072	71958c01.dat		Boat, Hull Unitary 22 x 8 x 2 1/3 with White Top (71958 / 30255)	o	11	-1	27	False		False	5075	5077
2854	2854	71972	2854	71972.dat		Vehicle, Grille Guard	o	104	1	25	False		False	5063	5069
195806	195806	72008	195806	72008.dat		Technic, Liftarm, Modified Fork 2 x 2 with Axle Holes	o	94	9	14	False		False	5028	5031
196021	-209752	72046pb01	196021	72046pb01.dat		Tile, Round 1 x 1 x 2/3 with Molded Trans-Dark Pink Star Pattern	o	98	3	8	False		True	5015	
47646	47646	72092	47646	72092.dat	72092	Scala Trophy	o	80	1	0	False		False	5178	5205
1595	1595	721	1595	721.dat		Garage 4 x 8 x 3 Box - HO with Trans-Clear Top	o	44	-1	10	False		False	5178	5192
119973	119973	72156	119973	72156.dat	72156	Mindstorms EV3 Infrared Beacon / Remote Control	o	33	5	13	False		False	5128	5132
-1300	119973	72156	119973	76607c01.dat		Electric, Programmable Mindstorms EV3 Infrared Beacon / Remote Control	o	0	0	0	False		True		
1596	1596	722	1596	722.dat		Garage 4 x 8 x 3 Door - HO	o	44	-1	10	False		False	5178	5192
11334	11334	723	11334	723.dat		HO Scale, Accessory Lamp Post, Lattice Mast	o	0	0	0	False		False	0	0
126968	126968	72326	126968	72326.dat	72326	Minifigure Armor Space with Shoulder Protection	o	59	2	31	False		False	5101	5104
103528	103528	72454	103528	72454.dat	72454	Slope, Inverted 45 4 x 4 Double with 2 Holes	o	81	4	5	False		False	5006	5023
118532	118532	72475	118532	72475.dat	72475	Windscreen 3 x 4 x 4 Inverted, Rounded Top Corners, Cutout Bottom Corners	o	112	-1	11	False		False	5062	
1597	1597	728	1597	728.dat		Plate 8 x 11	o	70	1	7	False		False	5009	
1598	14	14pb09	1598	3350p01.dat		Road Sign Round with No Entry / Thoroughfare Pattern	o	76	2	24	False		True	5063	5074
-406	14	7284	1598	7284.dat		Road Sign Round with No Entry / Thoroughfare Pattern	o	0	0	0	False		True		
1599	1599	729	1599	729.dat		Container, Box 8 x 11 x 3 Top (Clear)	o	21	-1	12	False		False	5087	5089
-55	1600	73037	1600	103.dat		String Reel / Winch 2 x 4 x 2 (Light Gray Drum)	o	0	0	0	False		True		
1600	1600	73037c00	1600	73037.dat		String Reel Winch 2 x 4 x 2 with Light Gray Drum	o	89	-1	22	False		False	5082	5085
1601	1601	73071	1601	73071.dat		Technic, Gear Differential 28 Tooth	o	94	8	16	False		False	5040	5041
-110	1601	73071	1601	206.dat		Technic, Gear Differential 28 Teeth	o	0	0	0	False		True		
-103	1602	73090a	1602	197.dat		Brick, Modified 2 x 6 x 2 Weight - Bottom Openings, Center Seam on Ends	o	0	0	0	False		True		
-641	1602	73090a	1602	73090.dat		Brick, Modified 2 x 6 x 2 Weight - Bottom Openings, Center Seam on Ends	o	0	0	0	False		True		
1602	1602	73090a	1602	73090a.dat		Brick, Modified 2 x 6 x 2 Weight - Bottom Openings, Center Seam on Ends	o	13	3	3	False		False	5004	5004
51604	51604	73090b	51604	73090b.dat	73843	Brick, Modified 2 x 6 x 2 Weight - Bottom Sealed, Dimple on Ends	o	13	3	3	False		False	5004	5004
-642	1603	73092	1603	177.dat		Magnet Cylindrical	o	0	0	0	False		True		
1603	1603	73092	1603	73092.dat	73092	Magnet Cylindrical	o	58	-1	26	False		False	5178	5195
195421	195421	73109	195421	73109.dat		Technic, Brick Modified 1 x 2 with Hole and 1 x 2 Plate	o	94	3	4	False		False	5028	5029
195781	195781	73110	195781	73110.dat		Plate, Modified 6 x 6 with 5 Pin Holes	o	70	2	9	False		False	5012	5012
195767	195767	73111	195767	73111.dat		Brick, Round 3 x 3 x 2 with Recessed Center and Axle Hole	o	13	5	2	False		false	5002	5002
2444	2444	73112	2444	73112.dat		Electric, Train 12V Manual Switch Motor 4 x 8 x 1 2/3	o	33	6	13	False		False	5128	5133
50410	50410	731c04	50410	76537.dat		Technic, Shock Absorber 6.5L with Black Piston Rod - Hard Spring, Tight Coils in Middle	o	94	14	16	False		False	5040	5042
-670	50410	731c04	50410	76138.dat		Technic, Shock Absorber 6.5L - Hard Spring	o	0	0	0	False		True		
56213	56213	731c06	56213	41838.dat		Technic, Shock Absorber 6.5L with Black Piston Rod - Soft Spring, Standard Coils	o	94	14	16	False		False	5040	5042
-235	1605	732	1605	732.dat		Technic, Shock Absorber 6.5L, Cylinder	o	0	0	0	False		True		
1605	1605	732	1605	4255.dat	4255	Technic, Shock Absorber 6.5L, Cylinder	o	94	14	16	False		False	5040	5042
195765	195765	73230	195765	73230.dat		Technic, Brick 1 x 1 with Axle Hole	o	94	3	4	False		False	5028	5029
11367	11367	733	11367	733.dat		Brick 10 x 10 without Bottom Tubes, without Cross Supports	o	13	1	1	False		False	5001	
1607	1607	bb1389c01	1607	73312.dat		Door 1 x 4 x 5 Right with 6 Panes with Fixed Trans-Clear Glass	o	28	-1	11	False		False	5057	5058
-1235	1607	73312	1607	4486c01.dat		Door 1 x 4 x 5 Right with 6 Panes	o	0	0	0	False		True		
-117	1607	73312	1607	236.dat		Door 1 x 4 x 5 Right with 6 Panes	o	0	0	0	False		True		
-1236	95279	73313	95279	4486c02.dat		Door 1 x 4 x 5 Left with 6 Panes	o	0	0	0	False		True		
95279	95279	bb1327c01	95279	73313.dat		Door 1 x 4 x 5 Left with 6 Panes with Fixed Trans-Clear Glass	o	28	-1	11	False		False	5057	5058
-1418	1608	73435	1608	247b.dat		Door 1 x 4 x 5 Right - (Undetermined Glass Color Version)	o	0	0	0	False		True		
-122	1608	73435	1608	246.dat		Door 1 x 4 x 5 Right - (Undetermined Glass Color Version)	o	0	0	0	False		True		
1608	1608	73435	1608	73435.dat	73194	Door 1 x 4 x 5 Right - (Undetermined Glass Color Version)	o	0	0	0	False		False		
50452	50452	73435c01	50452	4343c02.dat		Door 1 x 4 x 5 Right with Trans-Clear Glass	fromldraw	0	0	0	False		False	0	0
50168	50168	73435c02	50168	73435c02.dat		Door 1 x 4 x 5 Right with Fixed Trans-Light Blue Glass	o	28	-1	11	False		False	5057	5058
50373	50373	73435c03	50373	73435c03.dat		Door 1 x 4 x 5 Right with Fixed Trans-Brown Glass	o	28	-1	11	False		False	5057	5058
75354	75354	73435c04	75354	73435c04.dat		Door 1 x 4 x 5 Right with Fixed Reddish Brown Glass	o	28	-1	11	False		False	5057	5058
1609	1609	73436	1609	73436.dat		Door 1 x 4 x 5 Left - (Undetermined Glass Color Version)	o	0	0	0	False		False		
-123	1609	73436	1609	247.dat		Door 1 x 4 x 5 Left - (Undetermined Glass Color Version)	o	0	0	0	False		True		
50374	50374	73436c01	50374	4343c01.dat		Door 1 x 4 x 5 Left with Fixed Trans-Clear Glass	o	28	-1	11	False		False	5057	5058
47842	47842	73436c03	47842	73436c03.dat		Door 1 x 4 x 5 Left with Fixed Trans-Brown Glass	o	28	-1	11	False		False	5057	5058
75353	75353	73436c04	75353	73436c04.dat		Door 1 x 4 x 5 Left with Fixed Reddish Brown Glass	o	28	-1	11	False		False	5057	5058
1610	1610	735	1610	735.dat		Magnet Coupling, Train, for Train Base	o	58	-1	26	False		False	5178	5195
205080	205080	73507	205080	73507.dat		Technic, Liftarm, Modified Perpendicular Holes Thick 1 x 11	o	94	9	14	False		False	5028	5031
-653	1612	73590c02a	1612	73590.dat		Hose Flexible  8.5L with Tabbed Ends (Ends same color as Tube)	fromldraw	0	0	0	False		True		
1612	1612	73590c02a	1612	73590b.dat		Hose, Flexible  8.5L with (Same Color) Tabbed Ends	o	53	1	19	False	hose_tab	False	5135	5136
92286	92286	73590c03a	92286	73590a.dat		Hose, Flexible  8.5L with (Same Color) Tabless Ends Fixed	o	53	1	19	False	hose_tab	False	5135	5136
55421	55421	73696	55421	73697c00.dat		Train, Track 12V Switch Point Right, Type 2 - Track Only	o	102	2	26	False		False	5063	5068
55420	55420	73697	55420	73696.dat		Train, Track 12V Switch Point Left, Type 2 - Track Only	o	102	2	26	False		False	5063	5068
1613	1613	736c01	1613	736c01.dat		Train Base 6 x 16 Type I with Wheels	o	102	1	26	False		False	5063	5067
90369	90369	736c02	90369	736c02.dat		Train Base 6 x 16 Type I with Wheels and Red and Blue Magnets	o	102	1	26	False		False	5063	5067
2125	2125	737	2125	737.dat		Plate, Modified 2 x 4 with Train Coupler Closed for Hook	o	70	2	9	False		False	5012	5012
44060	44060	737a	44060	753.dat		Plate, Modified 2 x 4 with Train Coupler Open for Magnet	o	70	2	9	False		False	5012	5012
52469	-52469	737ac01	52469	753c02.dat		Plate, Modified 2 x 4 with Train Coupler Open for Magnet with (Same Color) Magnet Coupling, Train - 6.5mm Cylinder (737a / x547b)	o	70	2	9	False		False	5012	5012
52470	-52469	737ac02	52470	753c01.dat		Plate, Modified 2 x 4 with Train Coupler Open for Magnet with Blue Magnet Coupling, Train - 6.5mm Cylinder (737a / x547b)	o	70	2	9	False		False	5012	5012
52467	52467	737b	52467	509.dat		Plate, Modified 2 x 4 with Train Coupler Open for Hook	o	70	2	9	False		False	5012	5012
16606	-16606	737c01	16606	x508c01.dat		Plate, Modified 2 x 4 with Train Coupler Closed with Hook	o	70	2	9	False		False	5012	5012
-1407	-16606	737c01	16606	x508c02.dat		Plate, Modified 2 x 4 with Train Coupler Closed with Hook	o	0	0	0	False		True		
-1405	-16606	737c01	16606	x507c01.dat		Plate, Modified 2 x 4 with Train Coupler Closed with Hook	o	0	0	0	False		True		
-1406	-16606	737c01	16606	x507c02.dat		Plate, Modified 2 x 4 with Train Coupler Closed with Hook	o	0	0	0	False		True		
195795	195795	73825	195795	73825.dat		Bracket 1 x 1 - 1 x 2 Inverted	o	12	-1	9	False		False	5012	5013
196815	196815	73831	196815	73831.dat		Plate, Modified 2 x 3 with 1 x 1 Cutout	o	70	2	9	False		False	5012	5012
-1197	-2244	739p01	2951	3570p02.dat		Road Sign Octagon with Stop Sign Pattern	o	0	0	0	False		True		
2951	-2244	739p01	2951	3570p01.dat		Road Sign Octagon with Stop Sign Pattern	o	76	2	24	False		True	5063	5074
-1296	-3281	739p01	2951	739p01.dat		Road Sign Octagon with Stop Sign Pattern	o	0	0	0	False		True		
-236	1614	741	1614	741.dat		Technic, Gear Samsonite 14 Tooth	o	0	0	0	False		True		
1614	1614	741	1614	641.dat		Technic, Gear Samsonite 14 Tooth	o	94	8	16	False		False	5040	5041
202852	202852	74169	202852	74169.dat		Brick, Round 2 x 2 x 2/3 No Studs with 2 Tile, Round 1 x 1 (Mickey Mouse Head)	o	13	5	2	False		False	5002	5002
1929	1929	742	1929	642.dat		Technic, Gear Samsonite 21 Tooth	o	94	8	16	False		False	5040	5041
-237	1929	742	1929	742.dat		Technic, Gear Samsonite 21 Tooth	o	0	0	0	False		True		
1930	1930	743	1930	643.dat		Technic, Gear Samsonite 35 Tooth	o	94	8	16	False		False	5040	5041
-238	1930	743	1930	743.dat		Technic, Gear Samsonite 35 Tooth	o	0	0	0	False		True		
-239	10894	744	10894	744.dat		Technic, Gear Samsonite 42 Tooth	o	0	0	0	False		True		
10894	10894	744	10894	644.dat		Technic, Gear Samsonite 42 Tooth	o	94	8	16	False		False	5040	5041
2126	2126	745	2126	745.dat		Road Sign Base with Beveled Edges	o	76	2	24	False		False	5063	5074
2127	2127	746	2127	746.dat		Road Sign Base with Straight Edges	o	76	2	24	False		False	5063	5074
109530	109530	74698	109530	74698.dat	74698	Tile, Round 2 x 2 with Lifting Ring Thick and Bottom Stud Holder	o	97	3	8	False		False	5015	
116591	116591	74699	116591	74699.dat	74699	Bionicle Foot Claw with Ball Socket, Rounded Ends	o	9	-1	18	False		False	5044	5045
-1185	2128	747	2128	3351a.dat		Road Sign Triangle	o	0	0	0	False		True		
2130	2130	749	2130	749.dat		Fabuland Container, Side Bags / Saddlebags	o	36	-1	10	False		False	5178	5189
112736	112736	74967	112736	74967.dat		Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back	o	108	1	25	False		False	5063	5072
116878	116878	74967c01	116878	74967c01.dat		Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back with Black Tire 14mm D. x 9mm Smooth Small Wide Slick (74967 / 30028)	o	109	-1	25	True		False	5063	5073
131655	112736	74967pb01	131655	74967p01.dat		Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back with Yellow Rim Edge Pattern	o	108	1	25	False		true	5063	5072
139268	139268	74967pb01c01	139268	74967p01c01.dat		Wheel 8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder Pin, Reinforced Back with Yellow Rim Edge Pattern with Black Tire 14mm D. x 9mm Smooth Small Wide Slick (74967pb01 / 30028)	o	109	-1	25	False		true	5063	5073
1170	39410	75	1170	76279.dat		Hose, Rigid 3mm D. (Undetermined Length)	o	0	0	0	False	Hose_3mm	True	5135	5139
1616	1616	751	1616	751.dat		Hose, Flexible  8.5L, Tube 7L	o	53	1	19	False	hose_751	False	5135	5136
1617	1617	752	1617	752.dat		Hose, Flexible  8.5L, End 1 x 1 x 2/3 Tabless	o	53	1	19	False		False	5135	5136
1619	1619	75535	1619	75535.dat	75535	Technic, Pin Connector Round 2L without Slot (Pin Joiner Round)	o	94	4	15	False		False	5034	5037
-187	1619	75535	1619	428.dat		Technic, Connector Pin Round 2L without Slot (Pin Joiner Round)	o	0	0	0	False		True		
-567	1619	75535	1619	53293.dat		Technic, Connector Pin Round 2L without Slot (Pin Joiner Round)	o	0	0	0	False		True		
138940	138940	75902	138940	75902.dat	75902	Minifigure, Shield Circular / Round Convex Face	o	59	9	32	False		False	5114	5115
-1031	-1031	75902pb01	109299	6005161.dat		Minifigure, Shield Round with Rounded Front with Bullseye with Captain America Star Pattern	fromldraw	0	0	0	False		False		
109299	138940	75902pb01	109299	75902p02.dat		Minifigure, Shield Circular / Round Convex Face with White Ring, Star in Dark Blue Circle Pattern (Captain America)	o	59	9	32	False		True	5114	5115
-434	-434	75902pb01	109299	10532.dat		Minifigure, Shield Round with Rounded Front with Bullseye with Captain America Star Pattern	fromldraw	0	0	0	False		False		
-1034	-1034	75902pb02	110129	6022422.dat		Minifigure, Shield Round with Rounded Front with Dark Green and Gold Rohan Pattern	fromldraw	0	0	0	False		False		
110129	138940	75902pb02	110129	75902p01.dat		Minifigure, Shield Circular / Round Convex Face with Dark Green and Gold Rohan Pattern	o	59	9	32	False		True	5114	5115
-433	-433	75902pb02	110129	10520.dat		Minifigure, Shield Round with Rounded Front with Dark Green and Gold Rohan Pattern	fromldraw	0	0	0	False		False		
118202	138940	75902pb03	118202	75902p03.dat		Minifigure, Shield Circular / Round Convex Face with Gold Eagle Pattern	o	59	9	32	False		True	5114	5115
137931	138940	75902pb06	137931	75902p04.dat		Minifigure, Shield Circular / Round Convex Face with Silver Mercedes-Benz Logo Pattern	o	59	9	32	False		True	5114	5115
-453	-453	75902pb06	137931	21100.dat		Minifigure, Shield Round with Rounded Front with Silver Mercedes-Benz Logo Pattern	o	0	0	0	False		False		
138654	138940	75902pb07	138654	75902ps1.dat		Minifigure, Shield Circular / Round Convex Face with Dart Board (Dejarik Hologame Board) Pattern	o	59	9	32	False		True	5114	5115
109413	109413	75904	109413	75904.dat	75904	Minifigure, Utensil Tool Sledgehammer (Mjolnir, Hammer)	o	59	12	32	False		False	5114	5116
110674	110674	75937	110674	75937.dat	75937	Plate, Modified 2 x 2 with Bar Frame Octagonal, Reinforced, Completely Round Studs	o	70	2	9	False		False	5012	5012
39445	39445	75c03	39445	76263.dat		Hose, Rigid 3mm D.  3L / 2.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39444	39444	75c04	39444	76250.dat		Hose, Rigid 3mm D.  4L / 3.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39443	39443	75c05	39443	76307.dat		Hose, Rigid 3mm D.  5L / 4.0cm	o	53	4	19	False	Hose_3mm	False	5135	5139
-1051	39410	75c06	39410	165c01b.dat		Hose, Rigid 3mm D.  6L / 4.8cm	o	0	0	0	False	Hose_3mm	True		
-40	39410	75c06	39410	75.dat		Hose, Rigid 3mm D.  6L / 4.8cm	o	0	0	0	False	Hose_3mm	True		
39410	39410	75c06	39410	76279.dat		Hose, Rigid 3mm D.  6L / 4.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39411	39411	75c07	39411	76289.dat		Hose, Rigid 3mm D.  7L / 5.6cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39412	39412	75c08	39412	76260.dat		Hose, Rigid 3mm D.  8L / 6.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39413	39413	75c09	39413	76324.dat	76324	Hose, Rigid 3mm D.  9L / 7.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39414	39414	75c10	39414	76348.dat		Hose, Rigid 3mm D. 10L / 8.0cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39415	39415	75c11	39415	71505.dat		Hose, Rigid 3mm D. 11L / 8.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39416	39416	75c12	39416	71175.dat		Hose, Rigid 3mm D. 12L / 9.6cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39417	39417	75c13	39417	71551.dat		Hose, Rigid 3mm D. 13L / 10.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39418	39418	75c14	39418	71177.dat		Hose, Rigid 3mm D. 14L / 11.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39419	39419	75c15	39419	71194.dat		Hose, Rigid 3mm D. 15L / 12cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39420	39420	75c16	39420	71192.dat		Hose, Rigid 3mm D. 16L / 12.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39421	39421	75c17	39421	76270.dat	76270	Hose, Rigid 3mm D. 17L / 13.6cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39422	39422	75c18	39422	71582.dat		Hose, Rigid 3mm D. 18L / 14.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39423	39423	75c19	39423	22463.dat		Hose, Rigid 3mm D. 19L / 15.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39424	39424	75c20	39424	76276.dat		Hose, Rigid 3mm D. 20L / 16.0cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39425	39425	75c21	39425	70978.dat		Hose, Rigid 3mm D. 21L / 16.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39426	39426	75c22	39426	76252.dat	62530	Hose, Rigid 3mm D. 22L / 17.6cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39427	39427	75c23	39427	76254.dat	76254	Hose, Rigid 3mm D. 23L / 18.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39428	39428	75c24	39428	76277.dat	76277	Hose, Rigid 3mm D. 24L / 19.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39430	39430	75c26	39430	53475.dat		Hose, Rigid 3mm D. 26L / 20.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39432	39432	75c28	39432	76280.dat		Hose, Rigid 3mm D. 28L / 22.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39433	39433	75c29	39433	76389.dat		Hose, Rigid 3mm D. 29L / 23.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39434	39434	75c30	39434	76282.dat		Hose, Rigid 3mm D. 30L / 24.0cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39435	39435	75c31	39435	76283.dat		Hose, Rigid 3mm D. 31L / 24.8cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39436	39436	75c32	39436	57274.dat	57274	Hose, Rigid 3mm D. 32L / 25.6cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39437	39437	75c33	39437	42688.dat		Hose, Rigid 3mm D. 33L / 26.4cm	o	53	4	19	False	Hose_3mm	False	5135	5139
39438	39438	75c34	39438	22461.dat		Hose, Rigid 3mm D. 34L / 27.2cm	o	53	4	19	False	Hose_3mm	False	5135	5139
110221	110221	75c45	110221	76281.dat		Hose, Rigid 3mm D. 45L / 36.0cm	o	53	4	19	False	Hose_3mm	False	5135	5139
109612	109612	765	109612	765.dat		Electric, Connector, 1-Way Male Squared - Root	o	33	7	13	False		False	5128	5133
38000	38000	765c01	38000	765c01.dat		Electric, Connector, 1-Way Male Squared	o	33	7	13	False		False	5128	5133
37998	37998	766c01	37998	766c01.dat		Electric, Connector, 2-Way Male Squared Narrow Long with Center Post	o	33	7	13	False		False	5128	5133
1621	1621	767	1621	767.dat		Train, Track Sleeper Plate 2 x 8 without Cable Grooves	o	102	2	26	False		False	5063	5068
114174	114174	76764	114174	76764.dat	76764	Minifigure, Weapon Sword, Shortsword Elaborate Hilt	o	59	13	32	False		False	5114	5117
116910	116910	76766	116910	76766.dat	76766	Bracket 5 x 2 x 2 1/3 with 2 Holes and Bottom Stud Holder	o	12	-1	9	False		False	5012	5013
117904	117904	76768	117904	76768.dat	76768	Arch 1 x 5 x 4 - Irregular Bow, Reinforced Underside	o	13	2	6	False		False	5004	5003
199032	199032	76795	199032	76795.dat		Brick, Round Corner 5 x 5 with Slope 45 Edge without Studs	o	13	5	2	False		False	5002	5002
202522	202522	76798	202522	76798.dat		Panel 5 x 8 x 3 2/3 Curved with 2 Axle Holes	o	65	-1	9	False		False	5017	
1622	1622	768	1622	768.dat		Technic, Gearbox 2 x 4 x 3	o	94	8	16	False		False	5040	5041
1625	1625	772	1625	772.dat		Brick 1 x 2 x 2 without Inside Axle Holder or Stud Holder	o	13	1	1	False		False	5001	
1626	1625	772p01	1626	772p01.dat		Brick 1 x 2 x 2 without Bottom Tube with Window Pattern	o	14	1	1	False		True	5001	
-241	2131	773	2131	773.dat		Minifigure, Body Part Leg Pirate Peg	o	0	0	0	False		True		
2131	2131	773	2131	2532.dat	2532	Leg Pirate Peg	o	59	1	28	False		False	5101	5105
948	948	4506	948	4506.dat	4506	Minifigure, Headgear Hat, Forestmen's (Bycocket)	o	59	6	30	False		False	5094	5097
-243	948	775	948	775.dat		Minifigure, Headgear Hat, Forestmen's	o	0	0	0	False		True		
68141	-3342	776p15	68141	776p15.dat		Flag on Flagpole, Wave with United States (48 stars) Pattern - No Bottom Lip	o	39	-1	24	False		True	5087	5088
205443	205443	77765	205443	77765.dat		Technic, Pin 3L without Friction Ridges with Stop	o	94	12	15	False		False	5034	5035
1627	-3342	777p01	1627	776p01.dat		Flag on Flagpole, Wave with Germany Pattern	o	39	-1	24	False		True	5087	5088
